col_lon_x;foglio;lat_y_dec;lon_x;lon_x__lat_y;lon_x_dec;lon_y;row_lat_y;tipo;x_6707_gsb;y_6707_gsb
0;516;40.0;9:0:0;9:0:0_40:0:0;9.0;40:0:0;0;igm25;499916.709;4427646.351
1;516;40.0;9:10:0;9:10:0_40:0:0;9.166666666666666;40:0:0;0;igm25;514143.676;4427659.364
2;516;40.0;9:20:0;9:20:0_40:0:0;9.333333333333334;40:0:0;0;igm25;528370.633;4427698.913
0;516;40.1;9:0:0;9:0:0_40:6:0;9.0;40:6:0;1;igm25;499916.918;4438745.479
1;516;40.1;9:10:0;9:10:0_40:6:0;9.166666666666666;40:6:0;1;igm25;514122.99;4438758.491
2;516;40.1;9:20:0;9:20:0_40:6:0;9.333333333333334;40:6:0;1;igm25;528329.125;4438798.088
0;516;40.2;9:0:0;9:0:0_40:12:0;9.0;40:12:0;2;igm25;499917.158;4449844.711
1;516;40.2;9:10:0;9:10:0_40:12:0;9.166666666666666;40:12:0;2;igm25;514102.294;4449857.772
2;516;40.2;9:20:0;9:20:0_40:12:0;9.333333333333334;40:12:0;2;igm25;528287.532;4449897.454
0;517;40.0;9:20:0;9:20:0_40:0:0;9.333333333333334;40:0:0;0;igm25;528370.633;4427698.913
1;517;40.0;9:30:0;9:30:0_40:0:0;9.5;40:0:0;0;igm25;542597.449;4427765.097
2;517;40.0;9:40:0;9:40:0_40:0:0;9.666666666666666;40:0:0;0;igm25;556824.398;4427857.83
0;517;40.1;9:20:0;9:20:0_40:6:0;9.333333333333334;40:6:0;1;igm25;528329.125;4438798.088
1;517;40.1;9:30:0;9:30:0_40:6:0;9.5;40:6:0;1;igm25;542535.254;4438864.25
2;517;40.1;9:40:0;9:40:0_40:6:0;9.666666666666666;40:6:0;1;igm25;556741.462;4438957.013
0;517;40.2;9:20:0;9:20:0_40:12:0;9.333333333333334;40:12:0;2;igm25;528287.532;4449897.454
1;517;40.2;9:30:0;9:30:0_40:12:0;9.5;40:12:0;2;igm25;542472.926;4449963.62
2;517;40.2;9:40:0;9:40:0_40:12:0;9.666666666666666;40:12:0;2;igm25;556658.412;4450056.428
0;518;40.0;9:40:0;9:40:0_40:0:0;9.666666666666666;40:0:0;0;igm25;556824.398;4427857.83
1;518;40.0;9:50:0;9:50:0_40:0:0;9.833333333333334;40:0:0;0;igm25;571051.683;4427977.072
2;518;40.0;10:0:0;10:0:0_40:0:0;10.0;40:0:0;0;igm25;585279.344;4428122.786
0;518;40.1;9:40:0;9:40:0_40:6:0;9.666666666666666;40:6:0;1;igm25;556741.462;4438957.013
1;518;40.1;9:50:0;9:50:0_40:6:0;9.833333333333334;40:6:0;1;igm25;570947.989;4439076.337
2;518;40.1;10:0:0;10:0:0_40:6:0;10.0;40:6:0;1;igm25;585154.849;4439222.159
0;518;40.2;9:40:0;9:40:0_40:12:0;9.666666666666666;40:12:0;2;igm25;556658.412;4450056.428
1;518;40.2;9:50:0;9:50:0_40:12:0;9.833333333333334;40:12:0;2;igm25;570844.127;4450175.834
2;518;40.2;10:0:0;10:0:0_40:12:0;10.0;40:12:0;2;igm25;585030.122;4450321.751
0;528;39.8;8:20:0;8:20:0_39:48:0;8.333333333333334;39:48:0;0;igm25;442843.326;4405662.373
1;528;39.8;8:30:0;8:30:0_39:48:0;8.5;39:48:0;0;igm25;457111.767;4405569.095
2;528;39.8;8:40:0;8:40:0_39:48:0;8.666666666666666;39:48:0;0;igm25;471379.947;4405502.389
0;528;39.9;8:20:0;8:20:0_39:54:0;8.333333333333334;39:54:0;1;igm25;442926.361;4416761.221
1;528;39.9;8:30:0;8:30:0_39:54:0;8.5;39:54:0;1;igm25;457174.078;4416667.887
2;528;39.9;8:40:0;8:40:0_39:54:0;8.666666666666666;39:54:0;1;igm25;471421.543;4416601.118
0;528;40.0;8:20:0;8:20:0_40:0:0;8.333333333333334;40:0:0;2;igm25;443009.501;4427860.323
1;528;40.0;8:30:0;8:30:0_40:0:0;8.5;40:0:0;2;igm25;457236.426;4427766.97
2;528;40.0;8:40:0;8:40:0_40:0:0;8.666666666666666;40:0:0;2;igm25;471463.198;4427700.131
0;529;39.8;8:40:0;8:40:0_39:48:0;8.666666666666666;39:48:0;0;igm25;471379.947;4405502.389
1;529;39.8;8:50:0;8:50:0_39:48:0;8.833333333333334;39:48:0;0;igm25;485648.08;4405462.244
2;529;39.8;9:0:0;9:0:0_39:48:0;9.0;39:48:0;0;igm25;499916.343;4405448.722
0;529;39.9;8:40:0;8:40:0_39:54:0;8.666666666666666;39:54:0;1;igm25;471421.543;4416601.118
1;529;39.9;8:50:0;8:50:0_39:54:0;8.833333333333334;39:54:0;1;igm25;485668.992;4416560.888
2;529;39.9;9:0:0;9:0:0_39:54:0;9.0;39:54:0;1;igm25;499916.529;4416547.415
0;529;40.0;8:40:0;8:40:0_40:0:0;8.666666666666666;40:0:0;2;igm25;471463.198;4427700.131
1;529;40.0;8:50:0;8:50:0_40:0:0;8.833333333333334;40:0:0;2;igm25;485689.965;4427659.807
2;529;40.0;9:0:0;9:0:0_40:0:0;9.0;40:0:0;2;igm25;499916.709;4427646.351
0;530;39.8;9:0:0;9:0:0_39:48:0;9.0;39:48:0;0;igm25;499916.343;4405448.722
1;530;39.8;9:10:0;9:10:0_39:48:0;9.166666666666666;39:48:0;0;igm25;514184.763;4405461.707
2;530;39.8;9:20:0;9:20:0_39:48:0;9.333333333333334;39:48:0;0;igm25;528452.934;4405501.332
0;530;39.9;9:0:0;9:0:0_39:54:0;9.0;39:54:0;1;igm25;499916.529;4416547.415
1;530;39.9;9:10:0;9:10:0_39:54:0;9.166666666666666;39:54:0;1;igm25;514164.289;4416560.412
2;530;39.9;9:20:0;9:20:0_39:54:0;9.333333333333334;39:54:0;1;igm25;528411.897;4416599.982
0;530;40.0;9:0:0;9:0:0_40:0:0;9.0;40:0:0;2;igm25;499916.709;4427646.351
1;530;40.0;9:10:0;9:10:0_40:0:0;9.166666666666666;40:0:0;2;igm25;514143.676;4427659.364
2;530;40.0;9:20:0;9:20:0_40:0:0;9.333333333333334;40:0:0;2;igm25;528370.633;4427698.913
0;531;39.8;9:20:0;9:20:0_39:48:0;9.333333333333334;39:48:0;0;igm25;528452.934;4405501.332
1;531;39.8;9:30:0;9:30:0_39:48:0;9.5;39:48:0;0;igm25;542721.139;4405567.536
2;531;39.8;9:40:0;9:40:0_39:48:0;9.666666666666666;39:48:0;0;igm25;556989.602;4405660.174
0;531;39.9;9:20:0;9:20:0_39:54:0;9.333333333333334;39:54:0;1;igm25;528411.897;4416599.982
1;531;39.9;9:30:0;9:30:0_39:54:0;9.5;39:54:0;1;igm25;542659.402;4416666.197
2;531;39.9;9:40:0;9:40:0_39:54:0;9.666666666666666;39:54:0;1;igm25;556907.114;4416758.893
0;531;40.0;9:20:0;9:20:0_40:0:0;9.333333333333334;40:0:0;2;igm25;528370.633;4427698.913
1;531;40.0;9:30:0;9:30:0_40:0:0;9.5;40:0:0;2;igm25;542597.449;4427765.097
2;531;40.0;9:40:0;9:40:0_40:0:0;9.666666666666666;40:0:0;2;igm25;556824.398;4427857.83
0;532;39.8;9:40:0;9:40:0_39:48:0;9.666666666666666;39:48:0;0;igm25;556989.602;4405660.174
1;532;39.8;9:50:0;9:50:0_39:48:0;9.833333333333334;39:48:0;0;igm25;571258.428;4405779.208
2;532;39.8;10:0:0;10:0:0_39:48:0;10.0;39:48:0;0;igm25;585527.595;4405924.671
0;532;39.9;9:40:0;9:40:0_39:54:0;9.666666666666666;39:54:0;1;igm25;556907.114;4416758.893
1;532;39.9;9:50:0;9:50:0_39:54:0;9.833333333333334;39:54:0;1;igm25;571155.17;4416878.037
2;532;39.9;10:0:0;10:0:0_39:54:0;10.0;39:54:0;1;igm25;585403.597;4417023.63
0;532;40.0;9:40:0;9:40:0_40:0:0;9.666666666666666;40:0:0;2;igm25;556824.398;4427857.83
1;532;40.0;9:50:0;9:50:0_40:0:0;9.833333333333334;40:0:0;2;igm25;571051.683;4427977.072
2;532;40.0;10:0:0;10:0:0_40:0:0;10.0;40:0:0;2;igm25;585279.344;4428122.786
0;538;39.6;8:20:0;8:20:0_39:36:0;8.333333333333334;39:36:0;0;igm25;442677.622;4383465.412
1;538;39.6;8:30:0;8:30:0_39:36:0;8.5;39:36:0;0;igm25;456987.31;4383372.308
2;538;39.6;8:40:0;8:40:0_39:36:0;8.666666666666666;39:36:0;0;igm25;471296.929;4383305.718
0;538;39.7;8:20:0;8:20:0_39:42:0;8.333333333333334;39:42:0;1;igm25;442760.386;4394563.791
1;538;39.7;8:30:0;8:30:0_39:42:0;8.5;39:42:0;1;igm25;457049.465;4394470.613
2;538;39.7;8:40:0;8:40:0_39:42:0;8.666666666666666;39:42:0;1;igm25;471338.392;4394403.985
0;538;39.8;8:20:0;8:20:0_39:48:0;8.333333333333334;39:48:0;2;igm25;442843.326;4405662.373
1;538;39.8;8:30:0;8:30:0_39:48:0;8.5;39:48:0;2;igm25;457111.767;4405569.095
2;538;39.8;8:40:0;8:40:0_39:48:0;8.666666666666666;39:48:0;2;igm25;471379.947;4405502.389
0;539;39.6;8:40:0;8:40:0_39:36:0;8.666666666666666;39:36:0;0;igm25;471296.929;4383305.718
1;539;39.6;8:50:0;8:50:0_39:36:0;8.833333333333334;39:36:0;0;igm25;485606.471;4383265.556
2;539;39.6;9:0:0;9:0:0_39:36:0;9.0;39:36:0;0;igm25;499916.049;4383251.968
0;539;39.7;8:40:0;8:40:0_39:42:0;8.666666666666666;39:42:0;1;igm25;471338.392;4394403.985
1;539;39.7;8:50:0;8:50:0_39:42:0;8.833333333333334;39:42:0;1;igm25;485627.245;4394363.824
2;539;39.7;9:0:0;9:0:0_39:42:0;9.0;39:42:0;1;igm25;499916.216;4394350.229
0;539;39.8;8:40:0;8:40:0_39:48:0;8.666666666666666;39:48:0;2;igm25;471379.947;4405502.389
1;539;39.8;8:50:0;8:50:0_39:48:0;8.833333333333334;39:48:0;2;igm25;485648.08;4405462.244
2;539;39.8;9:0:0;9:0:0_39:48:0;9.0;39:48:0;2;igm25;499916.343;4405448.722
0;540;39.6;9:0:0;9:0:0_39:36:0;9.0;39:36:0;0;igm25;499916.049;4383251.968
1;540;39.6;9:10:0;9:10:0_39:36:0;9.166666666666666;39:36:0;0;igm25;514225.584;4383264.97
2;540;39.6;9:20:0;9:20:0_39:36:0;9.333333333333334;39:36:0;0;igm25;528534.957;4383304.528
0;540;39.7;9:0:0;9:0:0_39:42:0;9.0;39:42:0;1;igm25;499916.216;4394350.229
1;540;39.7;9:10:0;9:10:0_39:42:0;9.166666666666666;39:42:0;1;igm25;514205.21;4394363.221
2;540;39.7;9:20:0;9:20:0_39:42:0;9.333333333333334;39:42:0;1;igm25;528493.918;4394402.882
0;540;39.8;9:0:0;9:0:0_39:48:0;9.0;39:48:0;2;igm25;499916.343;4405448.722
1;540;39.8;9:10:0;9:10:0_39:48:0;9.166666666666666;39:48:0;2;igm25;514184.763;4405461.707
2;540;39.8;9:20:0;9:20:0_39:48:0;9.333333333333334;39:48:0;2;igm25;528452.934;4405501.332
0;541;39.6;9:20:0;9:20:0_39:36:0;9.333333333333334;39:36:0;0;igm25;528534.957;4383304.528
1;541;39.6;9:30:0;9:30:0_39:36:0;9.5;39:36:0;0;igm25;542844.355;4383370.612
2;541;39.6;9:40:0;9:40:0_39:36:0;9.666666666666666;39:36:0;0;igm25;557154.097;4383463.158
0;541;39.7;9:20:0;9:20:0_39:42:0;9.333333333333334;39:42:0;1;igm25;528493.918;4394402.882
1;541;39.7;9:30:0;9:30:0_39:42:0;9.5;39:42:0;1;igm25;542782.819;4394469.041
2;541;39.7;9:40:0;9:40:0_39:42:0;9.666666666666666;39:42:0;1;igm25;557071.962;4394561.619
0;541;39.8;9:20:0;9:20:0_39:48:0;9.333333333333334;39:48:0;2;igm25;528452.934;4405501.332
1;541;39.8;9:30:0;9:30:0_39:48:0;9.5;39:48:0;2;igm25;542721.139;4405567.536
2;541;39.8;9:40:0;9:40:0_39:48:0;9.666666666666666;39:48:0;2;igm25;556989.602;4405660.174
0;546;39.4;8:20:0;8:20:0_39:24:0;8.333333333333334;39:24:0;0;igm25;442512.815;4361269.146
1;546;39.4;8:30:0;8:30:0_39:24:0;8.5;39:24:0;0;igm25;456863.596;4361176.126
2;546;39.4;8:40:0;8:40:0_39:24:0;8.666666666666666;39:24:0;0;igm25;471214.321;4361109.586
0;546;39.5;8:20:0;8:20:0_39:30:0;8.333333333333334;39:30:0;1;igm25;442595.095;4372367.194
1;546;39.5;8:30:0;8:30:0_39:30:0;8.5;39:30:0;1;igm25;456925.369;4372274.116
2;546;39.5;8:40:0;8:40:0_39:30:0;8.666666666666666;39:30:0;1;igm25;471255.585;4372207.537
0;546;39.6;8:20:0;8:20:0_39:36:0;8.333333333333334;39:36:0;2;igm25;442677.622;4383465.412
1;546;39.6;8:30:0;8:30:0_39:36:0;8.5;39:36:0;2;igm25;456987.31;4383372.308
2;546;39.6;8:40:0;8:40:0_39:36:0;8.666666666666666;39:36:0;2;igm25;471296.929;4383305.718
0;547;39.4;8:40:0;8:40:0_39:24:0;8.666666666666666;39:24:0;0;igm25;471214.321;4361109.586
1;547;39.4;8:50:0;8:50:0_39:24:0;8.833333333333334;39:24:0;0;igm25;485564.961;4361069.522
2;547;39.4;9:0:0;9:0:0_39:24:0;9.0;39:24:0;0;igm25;499915.463;4361055.925
0;547;39.5;8:40:0;8:40:0_39:30:0;8.666666666666666;39:30:0;1;igm25;471255.585;4372207.537
1;547;39.5;8:50:0;8:50:0_39:30:0;8.833333333333334;39:30:0;1;igm25;485585.719;4372167.426
2;547;39.5;9:0:0;9:0:0_39:30:0;9.0;39:30:0;1;igm25;499915.809;4372153.84
0;547;39.6;8:40:0;8:40:0_39:36:0;8.666666666666666;39:36:0;2;igm25;471296.929;4383305.718
1;547;39.6;8:50:0;8:50:0_39:36:0;8.833333333333334;39:36:0;2;igm25;485606.471;4383265.556
2;547;39.6;9:0:0;9:0:0_39:36:0;9.0;39:36:0;2;igm25;499916.049;4383251.968
0;548;39.4;9:0:0;9:0:0_39:24:0;9.0;39:24:0;0;igm25;499915.463;4361055.925
1;548;39.4;9:10:0;9:10:0_39:24:0;9.166666666666666;39:24:0;0;igm25;514266.106;4361068.902
2;548;39.4;9:20:0;9:20:0_39:24:0;9.333333333333334;39:24:0;0;igm25;528616.798;4361108.421
0;548;39.5;9:0:0;9:0:0_39:30:0;9.0;39:30:0;1;igm25;499915.809;4372153.84
1;548;39.5;9:10:0;9:10:0_39:30:0;9.166666666666666;39:30:0;1;igm25;514245.887;4372166.855
2;548;39.5;9:20:0;9:20:0_39:30:0;9.333333333333334;39:30:0;1;igm25;528575.942;4372206.356
0;548;39.6;9:0:0;9:0:0_39:36:0;9.0;39:36:0;2;igm25;499916.049;4383251.968
1;548;39.6;9:10:0;9:10:0_39:36:0;9.166666666666666;39:36:0;2;igm25;514225.584;4383264.97
2;548;39.6;9:20:0;9:20:0_39:36:0;9.333333333333334;39:36:0;2;igm25;528534.957;4383304.528
0;549;39.4;9:20:0;9:20:0_39:24:0;9.333333333333334;39:24:0;0;igm25;528616.798;4361108.421
1;549;39.4;9:30:0;9:30:0_39:24:0;9.5;39:24:0;0;igm25;542967.171;4361174.562
2;549;39.4;9:40:0;9:40:0_39:24:0;9.666666666666666;39:24:0;0;igm25;557317.962;4361266.995
0;549;39.5;9:20:0;9:20:0_39:30:0;9.333333333333334;39:30:0;1;igm25;528575.942;4372206.356
1;549;39.5;9:30:0;9:30:0_39:30:0;9.5;39:30:0;1;igm25;542905.807;4372272.454
2;549;39.5;9:40:0;9:40:0_39:30:0;9.666666666666666;39:30:0;1;igm25;557236.085;4372364.959
0;549;39.6;9:20:0;9:20:0_39:36:0;9.333333333333334;39:36:0;2;igm25;528534.957;4383304.528
1;549;39.6;9:30:0;9:30:0_39:36:0;9.5;39:36:0;2;igm25;542844.355;4383370.612
2;549;39.6;9:40:0;9:40:0_39:36:0;9.666666666666666;39:36:0;2;igm25;557154.097;4383463.158
0;555;39.2;8:20:0;8:20:0_39:12:0;8.333333333333334;39:12:0;0;igm25;442348.884;4339073.573
1;555;39.2;8:30:0;8:30:0_39:12:0;8.5;39:12:0;0;igm25;456740.401;4338980.815
2;555;39.2;8:40:0;8:40:0_39:12:0;8.666666666666666;39:12:0;0;igm25;471131.991;4338914.38
0;555;39.3;8:20:0;8:20:0_39:18:0;8.333333333333334;39:18:0;1;igm25;442430.751;4350171.28
1;555;39.3;8:30:0;8:30:0_39:18:0;8.5;39:18:0;1;igm25;456801.933;4350078.402
2;555;39.3;8:40:0;8:40:0_39:18:0;8.666666666666666;39:18:0;1;igm25;471173.113;4350011.911
0;555;39.4;8:20:0;8:20:0_39:24:0;8.333333333333334;39:24:0;2;igm25;442512.815;4361269.146
1;555;39.4;8:30:0;8:30:0_39:24:0;8.5;39:24:0;2;igm25;456863.596;4361176.126
2;555;39.4;8:40:0;8:40:0_39:24:0;8.666666666666666;39:24:0;2;igm25;471214.321;4361109.586
0;556;39.2;8:40:0;8:40:0_39:12:0;8.666666666666666;39:12:0;0;igm25;471131.991;4338914.38
1;556;39.2;8:50:0;8:50:0_39:12:0;8.833333333333334;39:12:0;0;igm25;485523.579;4338874.334
2;556;39.2;9:0:0;9:0:0_39:12:0;9.0;39:12:0;0;igm25;499914.82;4338860.688
0;556;39.3;8:40:0;8:40:0_39:18:0;8.666666666666666;39:18:0;1;igm25;471173.113;4350011.911
1;556;39.3;8:50:0;8:50:0_39:18:0;8.833333333333334;39:18:0;1;igm25;485544.243;4349971.84
2;556;39.3;9:0:0;9:0:0_39:18:0;9.0;39:18:0;1;igm25;499915.09;4349958.208
0;556;39.4;8:40:0;8:40:0_39:24:0;8.666666666666666;39:24:0;2;igm25;471214.321;4361109.586
1;556;39.4;8:50:0;8:50:0_39:24:0;8.833333333333334;39:24:0;2;igm25;485564.961;4361069.522
2;556;39.4;9:0:0;9:0:0_39:24:0;9.0;39:24:0;2;igm25;499915.463;4361055.925
0;557;39.2;9:0:0;9:0:0_39:12:0;9.0;39:12:0;0;igm25;499914.82;4338860.688
1;557;39.2;9:10:0;9:10:0_39:12:0;9.166666666666666;39:12:0;0;igm25;514306.496;4338873.553
2;557;39.2;9:20:0;9:20:0_39:12:0;9.333333333333334;39:12:0;0;igm25;528698.335;4338913.04
0;557;39.3;9:0:0;9:0:0_39:18:0;9.0;39:18:0;1;igm25;499915.09;4349958.208
1;557;39.3;9:10:0;9:10:0_39:18:0;9.166666666666666;39:18:0;1;igm25;514286.279;4349971.132
2;557;39.3;9:20:0;9:20:0_39:18:0;9.333333333333334;39:18:0;1;igm25;528657.615;4350010.659
0;557;39.4;9:0:0;9:0:0_39:24:0;9.0;39:24:0;2;igm25;499915.463;4361055.925
1;557;39.4;9:10:0;9:10:0_39:24:0;9.166666666666666;39:24:0;2;igm25;514266.106;4361068.902
2;557;39.4;9:20:0;9:20:0_39:24:0;9.333333333333334;39:24:0;2;igm25;528616.798;4361108.421
0;558;39.2;9:20:0;9:20:0_39:12:0;9.333333333333334;39:12:0;0;igm25;528698.335;4338913.04
1;558;39.2;9:30:0;9:30:0_39:12:0;9.5;39:12:0;0;igm25;543089.654;4338979.032
2;558;39.2;9:40:0;9:40:0_39:12:0;9.666666666666666;39:12:0;0;igm25;557481.44;4339071.265
0;558;39.3;9:20:0;9:20:0_39:18:0;9.333333333333334;39:18:0;1;igm25;528657.615;4350010.659
1;558;39.3;9:30:0;9:30:0_39:18:0;9.5;39:18:0;1;igm25;543028.421;4350076.776
2;558;39.3;9:40:0;9:40:0_39:18:0;9.666666666666666;39:18:0;1;igm25;557399.711;4350169.117
0;558;39.4;9:20:0;9:20:0_39:24:0;9.333333333333334;39:24:0;2;igm25;528616.798;4361108.421
1;558;39.4;9:30:0;9:30:0_39:24:0;9.5;39:24:0;2;igm25;542967.171;4361174.562
2;558;39.4;9:40:0;9:40:0_39:24:0;9.666666666666666;39:24:0;2;igm25;557317.962;4361266.995
0;563;39.0;8:0:0;8:0:0_39:0:0;8.0;39:0:0;0;igm25;413320.56;4317142.505
1;563;39.0;8:10:0;8:10:0_39:0:0;8.166666666666666;39:0:0;0;igm25;427753.069;4316997.424
2;563;39.0;8:20:0;8:20:0_39:0:0;8.333333333333334;39:0:0;0;igm25;442185.565;4316878.603
0;563;39.1;8:0:0;8:0:0_39:6:0;8.0;39:6:0;1;igm25;413442.738;4328240.207
1;563;39.1;8:10:0;8:10:0_39:6:0;8.166666666666666;39:6:0;1;igm25;427854.943;4328094.976
2;563;39.1;8:20:0;8:20:0_39:6:0;8.333333333333334;39:6:0;1;igm25;442267.135;4327976.019
0;563;39.2;8:0:0;8:0:0_39:12:0;8.0;39:12:0;2;igm25;413565.215;4339338.04
1;563;39.2;8:10:0;8:10:0_39:12:0;8.166666666666666;39:12:0;2;igm25;427957.05;4339192.66
2;563;39.2;8:20:0;8:20:0_39:12:0;8.333333333333334;39:12:0;2;igm25;442348.884;4339073.573
0;564;39.0;8:20:0;8:20:0_39:0:0;8.333333333333334;39:0:0;0;igm25;442185.565;4316878.603
1;564;39.0;8:30:0;8:30:0_39:0:0;8.5;39:0:0;0;igm25;456617.862;4316785.972
2;564;39.0;8:40:0;8:40:0_39:0:0;8.666666666666666;39:0:0;0;igm25;471050.206;4316719.561
0;564;39.1;8:20:0;8:20:0_39:6:0;8.333333333333334;39:6:0;1;igm25;442267.135;4327976.019
1;564;39.1;8:30:0;8:30:0_39:6:0;8.5;39:6:0;1;igm25;456679.017;4327883.328
2;564;39.1;8:40:0;8:40:0_39:6:0;8.666666666666666;39:6:0;1;igm25;471091.0;4327816.927
0;564;39.2;8:20:0;8:20:0_39:12:0;8.333333333333334;39:12:0;2;igm25;442348.884;4339073.573
1;564;39.2;8:30:0;8:30:0_39:12:0;8.5;39:12:0;2;igm25;456740.401;4338980.815
2;564;39.2;8:40:0;8:40:0_39:12:0;8.666666666666666;39:12:0;2;igm25;471131.991;4338914.38
0;565;39.0;8:40:0;8:40:0_39:0:0;8.666666666666666;39:0:0;0;igm25;471050.206;4316719.561
1;565;39.0;8:50:0;8:50:0_39:0:0;8.833333333333334;39:0:0;0;igm25;485482.586;4316679.518
2;565;39.0;9:0:0;9:0:0_39:0:0;9.0;39:0:0;0;igm25;499914.763;4316665.921
0;565;39.1;8:40:0;8:40:0_39:6:0;8.666666666666666;39:6:0;1;igm25;471091.0;4327816.927
1;565;39.1;8:50:0;8:50:0_39:6:0;8.833333333333334;39:6:0;1;igm25;485503.029;4327776.921
2;565;39.1;9:0:0;9:0:0_39:6:0;9.0;39:6:0;1;igm25;499914.744;4327763.278
0;565;39.2;8:40:0;8:40:0_39:12:0;8.666666666666666;39:12:0;2;igm25;471131.991;4338914.38
1;565;39.2;8:50:0;8:50:0_39:12:0;8.833333333333334;39:12:0;2;igm25;485523.579;4338874.334
2;565;39.2;9:0:0;9:0:0_39:12:0;9.0;39:12:0;2;igm25;499914.82;4338860.688
0;566;39.0;9:0:0;9:0:0_39:0:0;9.0;39:0:0;0;igm25;499914.763;4316665.921
1;566;39.0;9:10:0;9:10:0_39:0:0;9.166666666666666;39:0:0;0;igm25;514347.145;4316678.771
2;566;39.0;9:20:0;9:20:0_39:0:0;9.333333333333334;39:0:0;0;igm25;528779.655;4316718.098
0;566;39.1;9:0:0;9:0:0_39:6:0;9.0;39:6:0;1;igm25;499914.744;4327763.278
1;566;39.1;9:10:0;9:10:0_39:6:0;9.166666666666666;39:6:0;1;igm25;514326.797;4327776.118
2;566;39.1;9:20:0;9:20:0_39:6:0;9.333333333333334;39:6:0;1;igm25;528738.984;4327815.523
0;566;39.2;9:0:0;9:0:0_39:12:0;9.0;39:12:0;2;igm25;499914.82;4338860.688
1;566;39.2;9:10:0;9:10:0_39:12:0;9.166666666666666;39:12:0;2;igm25;514306.496;4338873.553
2;566;39.2;9:20:0;9:20:0_39:12:0;9.333333333333334;39:12:0;2;igm25;528698.335;4338913.04
0;567;39.0;9:20:0;9:20:0_39:0:0;9.333333333333334;39:0:0;0;igm25;528779.655;4316718.098
1;567;39.0;9:30:0;9:30:0_39:0:0;9.5;39:0:0;0;igm25;543212.111;4316783.812
2;567;39.0;9:40:0;9:40:0_39:0:0;9.666666666666666;39:0:0;0;igm25;557644.811;4316875.805
0;567;39.1;9:20:0;9:20:0_39:6:0;9.333333333333334;39:6:0;1;igm25;528738.984;4327815.523
1;567;39.1;9:30:0;9:30:0_39:6:0;9.5;39:6:0;1;igm25;543150.914;4327881.372
2;567;39.1;9:40:0;9:40:0_39:6:0;9.666666666666666;39:6:0;1;igm25;557563.179;4327973.487
0;567;39.2;9:20:0;9:20:0_39:12:0;9.333333333333334;39:12:0;2;igm25;528698.335;4338913.04
1;567;39.2;9:30:0;9:30:0_39:12:0;9.5;39:12:0;2;igm25;543089.654;4338979.032
2;567;39.2;9:40:0;9:40:0_39:12:0;9.666666666666666;39:12:0;2;igm25;557481.44;4339071.265
0;572;38.8;8:20:0;8:20:0_38:48:0;8.333333333333334;38:48:0;0;igm25;442023.193;4294684.039
1;572;38.8;8:30:0;8:30:0_38:48:0;8.5;38:48:0;0;igm25;456496.164;4294591.546
2;572;38.8;8:40:0;8:40:0_38:48:0;8.666666666666666;38:48:0;0;igm25;470969.094;4294525.138
0;572;38.9;8:20:0;8:20:0_38:54:0;8.333333333333334;38:54:0;1;igm25;442104.257;4305781.284
1;572;38.9;8:30:0;8:30:0_38:54:0;8.5;38:54:0;1;igm25;456556.927;4305688.723
2;572;38.9;8:40:0;8:40:0_38:54:0;8.666666666666666;38:54:0;1;igm25;471009.587;4305622.29
0;572;39.0;8:20:0;8:20:0_39:0:0;8.333333333333334;39:0:0;2;igm25;442185.565;4316878.603
1;572;39.0;8:30:0;8:30:0_39:0:0;8.5;39:0:0;2;igm25;456617.862;4316785.972
2;572;39.0;8:40:0;8:40:0_39:0:0;8.666666666666666;39:0:0;2;igm25;471050.206;4316719.561
0;573;38.8;8:40:0;8:40:0_38:48:0;8.666666666666666;38:48:0;0;igm25;470969.094;4294525.138
1;573;38.8;8:50:0;8:50:0_38:48:0;8.833333333333334;38:48:0;0;igm25;485442.021;4294485.074
2;573;38.8;9:0:0;9:0:0_38:48:0;9.0;38:48:0;0;igm25;499914.905;4294471.502
0;573;38.9;8:40:0;8:40:0_38:54:0;8.666666666666666;38:54:0;1;igm25;471009.587;4305622.29
1;573;38.9;8:50:0;8:50:0_38:54:0;8.833333333333334;38:54:0;1;igm25;485462.259;4305582.202
2;573;38.9;9:0:0;9:0:0_38:54:0;9.0;38:54:0;1;igm25;499914.822;4305568.645
0;573;39.0;8:40:0;8:40:0_39:0:0;8.666666666666666;39:0:0;2;igm25;471050.206;4316719.561
1;573;39.0;8:50:0;8:50:0_39:0:0;8.833333333333334;39:0:0;2;igm25;485482.586;4316679.518
2;573;39.0;9:0:0;9:0:0_39:0:0;9.0;39:0:0;2;igm25;499914.763;4316665.921
